,title,content,comment,date,category
118,CME Group: My Favorite Financial Dividend Stock,I feel whenever I say that something is my  it comes with a whiff of clickbait However Im very serious I always am  is my favorite financial dividend stock Not just atOn July 27 I wrote an  titled  In that article I discussed an increasingly favorable market environment for the stock Especially after a very volatile sideways trend since 2019 the stock is now finally sowing upside momentum rising 26 yeartodateIn light of new market developments Im dedicating this article to explaining why I am convinced that CME Group is one of the most resilient financial dividend growth stocks on the marketNot only does the company avoid default and relatedAs Im deciding how to structure my portfolio for the next few years Ive decided that Ill be buying a lot more CME stock than I initially plannedIn this article Ill walk you through my thoughtsSo lets get to itWe may be in the most challenging market environment since the Great Financial Crisis In this case Im excluding the uncertainty in 2020 when the world was figuring out how deadly the new COVID19 virus may become That was a scary time but not necessarily as economically complex as the current situationWe are currently facing a combination of challenges such as a decrease in economic growth Several European countries are already experiencing a recession Chinas economic growth is expected to stall due to significant problems in its housing market and in the United States growth indicators suggest weaker demandOn top of that inflation remains sticky This is an even bigger issue now as 80 of American households have run out of savings This is one of the reasons why so many consumerfocused stocks are performing so poorlySticky inflation is also causing interest rates to remain elevated which is hurting credit quality and economic demand Homebuyers now have to give up an average of 35 of their income to get a loan Thats up from the historical average of 28As a result were seeing an upswing in delinquency rates in auto loans credit cards and even mortgagesAlso to make things worse were about to see a wall of debt maturities over the next few years This includes private and public debtCurrent expectations are that the federal government is on pace to spend 10 trillion on interest payments by 2029 In 2020 that number was close to 300 billionAt this point the question is whether the Fed gets lucky and inflation quickly falls again in order for the bank to gradually lower rates or if it needs to act so aggressively that it hurts the economy to reach its inflation targetLooking at the market I believe were moving toward a hard landingHaving said all of this my strategy remains unchanged I buy highquality companies at great valuations This lets me sleep well even if it means my net financial worth is on a roller coasterOne of the best stocks to hold in this environment is CME GroupCME Group operates in the financial sector However its very different from banks and most financial institutionsThis company is a powerhouse and the owner of so many derivates and exchanges that are used every single day Buying CME is a bit like owning a casino Its better to own the house than to try your luck in the casinoIn the case of CME the company with a market cap close to 80 billion owns a number of major exchangesCME offers a wide range of futures and options contracts including interest rate products eg Eurodollar futures and options Treasury futures equity index products eg Emini SP 500 futures Nasdaq100 futures foreign exchange products eg currency futures agricultural commodities and moreCBOT trades various futures and options contracts including agricultural products eg corn soybeans wheat interest rate products eg US Treasury futures and equity index products eg Dow Jones Industrial Average futuresNYMEX specializes in energy and metals products trading contract,21,2023-10-08,8
119,We May Have $1 Trillion More Reasons To Stay Bullish,Stocks prices rose broadly for a third day in a row in what looks like the first inning of the yearend rally I have been expecting but yesterdays price action had a new tailwind  falling interest rates Bond yields fell sharplyNot long after I suggested that the cure for rising interest rates was rising interest rates Fed Vice ChairI seriously doubt we will hear a consensus at the Fed express his view for fear that financial conditions loosen before the 2 target is within sight Instead members will continue to use rhetoric to raise doubts as they have been doing for months while bears lean on those doubts to support the higherforlonger narrative I think this is a bear trap that investors should avoidIf bond yields have peaked and start to edge lower that will be a welcome tailwind for risk asset prices that strengthens the outlook for a soft landing in 2024 Perhaps more important is news that consumers are sitting on far more excess savings than originally thought at this juncture in the business cycle Most market pundits who are forecasting a recession in coming months were relying on this mountain of spending power to be gone by nowThe Bureau of Economic Analysis BEA recently  a comprehensive update of national economic data that lowered the savings rate prior to the pandemic and increased it in 2020 and 2021 This basically reflected a change in the way the BEA accounts for income from mutual funds and REITS The bottom line is that it has forced Wall Street economists to increase their excess savings projections to date by as much as 600 billion to 1 trillion depending on the economics teamThis has forced some to push out their recession calls by six months or more and reduce the size of the expected contraction while others see better odds of a soft landing The larger amount of excess savings helps explain the resilience we see in the ISM and SP Global service sector surveysCritics of this new data will say that most of this excess cash is held by wealthier households which may be true but that does not mean they wont spend some of it in the coming year That will help support a continuation of real consumer spending growth which is the backbone of the expansionFurthermore real incomes for most consumers are finally starting to grow again as the rate of inflation falls below nominal wage gains That is more important than excess savings when it comes to the middleincome households who do most of the heavy lifting for economic growthI think the market correction is over and the Feds ratehike cycle has concluded which means longterm bond yields have probably peaked and the dollar should start to weaken modestly If corporate earnings are stronger than expected which is also my expectation we should see an impressive rally in risk assets prices during the fourth quarter Furthermore the BEA just uncovered as many as 1 trillion new reasons for me to stick with my outlook for a soft landingLots of services offer investment ideas but few offer a comprehensive topdown investment strategy that helps you tactically shift your asset allocation between offense and defense That is how compliments other services that focus on the bottomups security analysis of REITs CEFs ETFs dividendpaying stocks and other securities  Lawrence Fuller has been managing portfolios for individual investors for 30 years starting his career at Merrill Lynch in 1993 and working in the same capacity with several other Wall Street firms before realizing his longterm goal of complete independence when he founded Fuller Asset Management  Lawrence Fuller is the Principal of Fuller Asset Management FAM a state registered investment adviser Information presented is for educational purposes only intended for a broad audience The information does not intend to make an offer or solicitation for the sale of purchase of any specific securities investments or investment strategies Investments involve r,23,2023-10-11,3
120,China Is Precariously Sliding Into A Lost Decade,Staunch critics of Chinas development model have been skeptical of the countrys rise as an economic superpower for many years and for various reasons However repeated warnings of an impending economic crisis never materialised until the pandemic andFor a period of time investors seemed overly accommodative to negative developments in China and would downplay risks so long as there was still immense potential in the economy Chinas sheer population size increasingly affluent middle class rapidly modernizing economy and technological progress have only made it easier for investors to cast aside any doubts over its seemingly unstoppable rise to powerWhen weOne can either take an optimists view and treat negative events as uncertainties that could potentially delay Chinas inevitable rise Or one can take a pessimists view and treat the same negative events as evidence that the country is potentially on a path to failure We are increasingly leaning towards the latterMany economists are also increasingly convinced that China is precariously sliding into economic stagnation A quick search on Google for China Lost Decade will yield a mountain of recent articles presenting a dire outlook for China by drawing similarities to Japans Lost Decade in the 1990sNobel laureate Paul Krugman recently shared on his  that he thinks China could probably end up in a worse situation than Japans Lost Decade Krugman highlighted Chinas deteriorating demographics including the middleincome trap declining workingage population and rising youth unemployment rates Other prominent economists including  think that China will face a balance sheet recession where consumers and businesses are looking to repay debt instead of borrowing and investing Without decisive and substantial fiscal stimulus economists are concerned that China is more likely to drift toward economic stagnation than to see the rebound that many investors have been waiting forChinas longterm developmental challenges are structural in nature as the lowhanging fruits of catching up to the developed world have been mostly exhausted Chinas maturing economy will need to evolve to be more selfsustaining without having to rely on exports as manufacturing wages rise and its welleducated youths will demand better wages and whitecollar jobsHowever economies do not evolve naturally into a complex ecosystem of highvalue industries supported by innovative research institutions and a highlyskilled labour force This is especially true if the rapid development of an economy has been mostly dependent on exports to other highincome nations Without policy initiatives by the government to stimulate domestic demand install innovative research institutions and nurture a highly educated and skilled workforce economic growth is unlikely to be sustained as wages and labour productivity catch up to the developed worldPerhaps Chinas own success is also its biggest weakness Having expanded its economy so rapidly within just a single generation the country has not had the luxury to rebalance and restructure its economy to focus on domestically driven growthIn terms of demographics there are also worrying signs that Chinas history of suppressing nationwide fertility rates for decades will begin to place an increasing burden on a shrinking workingage population to drive growth and finance higher healthcare spendingBelow is a series of charts comparing the expected evolution of Chinas population pyramid to that of Japan and the US Notice how Chinas population pyramid closely resembles that of Japan with a widening top and a narrowing bottom reflecting an ageing population being supported by a shrinking workingage populationIn contrast the US is expected to maintain a relatively wellbalanced population pyramid with a wide bottom and a narrowing top reflecting a healthy and stable workingage population over timeOne of the most grossly underestima,149,2023-07-31,3
121,"Yields Are Spiking, Buy Sprott Physical Gold Trust Anyway",Ive   for Seeking Alpha a few times over the last year with varying rates of success My  was a focused largely on the BRICS nations preparingDespite the recent weakness my confidence in the longterm prospects for Gold and by extension the Sprott Physical Gold Trust shares has not wavered Frankly Gold has arguably held up remarkably well given the increase in US debt yields over the last 14 monthsAt 1820 Gold is essentially flat since July 2020 and down about 13 since the April high of 2080 InOften looked at as an inflation hedge perhaps it is unsurprising seeing Gold now struggling as the rate of change for inflation has slowed down significantly since summer 2022 However the readers interpretation of this section may be dependent on how one defines inflation If one looks at price increases as the definition the inflation story may be nearing an end Furthermore weve seen the yield on bonds versus the yearoveryear rate of consumer price inflation go from deeply negative to positive in recent monthsHowever whats notable in the chart above is the rate of change in CPI more recently At 367 in August the yearoveryear change in CPI increased for the second month in a row after declining for 12 consecutive months between July 2022 and June 2023 In recent weeks the metal markets seem to finally be reacting to the idea that the Federal Reserve will keep interest rates higher for longer Perhaps giving credence to that notion is the return of bullish oilWhat potentially pushes yearoveryear CPI back up is the rapidly increasing price of oil When oil increases the cost to produce and ship goods also increases Possibly compounding the problem is that oil is already moving higher and the replenishment of the US strategic petroleum reserve hasnt even really started Coupled with production cuts overseas the price of oil could be going much higher unless there is a deep recession first  which is entirely possibleBut in that scenario rates likely come back down and the monetary spigots come back on Which brings us to the nonCPI view of inflation Personally I like this quote from Milton Friedman very muchThere is certainly no question that the supply of money has drastically increased in recent yearsIn the last 5 years US M2 Money Supply has increased by 47 and Golds USDdenominated gold price has risen roughly inline with that money supply growth However M2 is now contracting as yields on US debt continue to rise This is a recipe for further weakness in the yellow metal provided we get deflation rather than stagflation I believe were getting the latterStagflation is when there is slowing economic growth and high price inflation simultaneously I would argue stagflation is already upon us For example we havent seen quarter over quarter growth in real US GDP since Q3 2022 And if we take out the outlier quarters of COVID lockdowns 2023 has been anemic compared to what we observed in 2019So if were indeed in a stagflation environment I see the 1970s as a strong analog for what were experiencing today And if we get a repeat of what saw in the 1970s higher yields on the 10 year are not going to stop gold from rising as wellSources FRED MacroTrendsnet  annual closing pricesDuring the 1970s when the 10 year more than doubled from 589 to 1243 by the end of 1980 Gold still rose with yields in seven of the ten years from the table aboveChecking sentiment we have Rick Santelli prepping the CNBC audience for 14 rates on the 10year by the end of the decade We have a daily gold RSI that is currently under 19 which is lower than at any point in the last 7 yearsAnd Technical setup aside we have a fundamental macro setup that I believe will benefit gold in the medium to longer term I think oil is going to stay higher which will likely keep consumer price inflation sticky Economic growth is slowing While the debate among some analysts is inflation or deflation ,10,2023-10-06,1
122,Growth Of Real GDP In Q3: What's Going On?,The yearoveryear growth rate of real Gross Domestic Product in the United States was 29 percentOne year ago the yearoveryear growth rate of real GDP was 17 percentTwo years ago the yearoveryear growth rate of real GDP was 47The United States economy produced a very strong increase in the third quarter of 2023 but must be considered within the context of what has been going on in the economy over the past few years as the US has had to deal with a spread of the Covid19 pandemic and a following recessionIn one word the recent behavior of the US economy has been disjointedA lot of things are out of whack and this condition of disequilibrium must be taken into account in order to understand what is going onIt is my belief thatAs I have described elsewhere the Federal Reserve responded to the spread of the Covid19 pandemic and the subsequent recession very aggressively That is the Fed pumped lots and lots of money into the economy in order to make sure that the economy did not collapse and move into a serious economic contractionMy conclusion on this fact is that the Feds actions provided a substantial floor on economic activity and prevented the United States from moving into a more serious downturn The Fed succeeded very well in these effortsOver the past year the Federal Reserve into a position of quantitative tightening in order to fight inflation For 19 months the Fed has reduced the size of its securities portfolio in order to tighten up on the banking system and squeeze out the excess liquidity that it has injected into the system during the 20202021 periodBecause of the behavior of the Federal Reserve most analysts expected that a recession would take place in either late 2023 or in early 2024As can be seen by the numbers presented above through the third quarter of 2023 it does not appear as if the US economy is going into a recession nor does it appear that an economic recession might happen any time soonWhats going onThe Federal Reserve is certainly conducting a policy of quantitative tightening and has reduced the size of its securities portfolio by over 11 trillion in the last 19 monthsThe problem might be that the Federal Reserve in combating the possible financial collapse put a lot more liquidity into the banking system than this amount the amount the Fed has currently removedIn fact during the buildup to protect the financial system the Federal Reserve increased its securities portfolio by more than 46 trillionThus so far the Federal Reserve has reduced the securities portfolio by less than onequarter of the increase that took place earlierWhat does this seem to be allowingWell lets take a look at the M2 money stockIn 2020 the M2 money stock growth took off and rose and rose and rose up into March 2022Money stock growth acceleratedand inflation began to pick up the inflation that the Fed came to fight in March 2022With all this money moving into the banking system why didnt inflation rise to even greater heights Why did the economy stay so benignWell people didnt go out and spend all the moneythats whyThe velocity of the M2 money stock initially plummeted Recipients of the Feds largess just held on to a lot of the excess funds that the Fed pushed into the systemIt appears as if this is the major reason that the economy did not come out hotter from the Feds efforts and why economic growth seemed to show weakness when there was really a lot of liquid spending power still on the booksAs can be seen from the chart however the M2 velocity has been picking up in recent quarters and one of the driving forces behind this rise in the velocity measure in recent quarters has supported the economic growth that has come in at a faster pace than analysts had been expectingThe real strength in the current figures has been consumer spending These are the people who ended up with a lot of the monetary injection taking place during th,2,2023-10-28,3
123,Canadian National Railway: Why I've Been Buying This Wide Moat Compounder,In this report Im going to break down a change in philosophy that Ive had with regard to stock selection Im going to highlight why Ive been buying so much Canadian National Railway  recently And Ill break down whyAnyone who follows my portfolio closely knows that Ive become borderline obsessed with what I call compounders  companies that grow their cash flows in a very rapid and reliable fashionBut it wasnt always that wayWhen I began my dividend growth journey I gravitated towards aMy goal was to seek out wide margins of safety relying on the combination of fundamental growth dividend yield and mostly multiple expansion via mean reversion to generate my returns over timeI knew that when buying cheaper stocks not only was I increasing my upside potential via mean reversion but also locking in a higher yield on cost lower share prices equal higher dividend yieldsThis is a winwin scenario for someone like me who is looking to produce reliably increasing passive income alongside market beating returnsAnd without a doubt this value oriented dividendcentric strategy workedIve done well over the years and I thank the old guard of dividend growth investors who essentially founded the community here on Seeking Alpha more than a decade ago for their guidanceEarly on in my investing career I stumped upon authors like David Van Knapp David Fish Chowder and Chuck Carnevale all these years ago and bought into the strategies they were presenting wholeheartedlyI never really been interested in speculating in the markets I hate losing more than I love winningFrom the start I knew that getrichquick schemes were a waste of timeI also recognized that as a young man time was my greatest resource in terms of generating wealthIt was easy to understand the benefits of benevolent compound interest as opposed to the negative type associated with high yield debt and credit cards that so many individuals hate and I loved the idea of the dividend snowball effectI knew this strategy would require patience and discipline however it was easy to buy into the longterm ownership of stocks when I knew that I was accumulating shares of the highest quality companies on Earth simply put reliable dividend growth doesnt happen by accident companies with decades long dividend increase streaks have proven themselves to be market leaders by producing strong fundamental growth over the longtermNow more than a decade into my dividend growth journey with the trendline curve of my passive income turning parabolic I couldnt be more grateful for the early guidance that these men providedWhen I started to get serious about investing I also gravitated towards the writing of Warren BuffettLearning from the worlds greatest investor seemed like a reasonable enough place to startHis annual letters to shareholders are freely available on Berkshire Hathaways website dating all the way back to 1977 Theyre chock full of all of the information that an investor would ever need to know about becoming a value investor And best of all theyre totally freeBuffett began his career talking about deep value opportunities and still to this day preaches the importance of margin of safetyIll always hold traditional value investing principles near and dear to my heart however over the years Ive realized that I prefer to rely on reliably growing fundamentals and the compounding process that they facilitate as opposed to the change in market sentiment that results in multiple expansion when it comes to lower growth or even nogrowth deep value stocksDespite my success I have to admit that value investing isnt without its faultsIts possible to become obsessed with valuewith deep discountswith that wide juicy attractive margin of safetyThe problem issometimes stocks are cheap for a good reasonSometimes the allure of the bargain barrel can play tricks on the mind causing investors to overlook red flag,42,2023-10-13,8
124,"The Budget Deficit: Increasing At A Challenging Pace, And The Impact On TLT",Last week the US Treasury announced the federal government closed its fiscal year in September 2023 with a 17 trillion deficit The Treasury Secretary  attempted to put a positive spin on the problematic news saying Deficits produce stress When spending exceeds revenues and savings individuals and companies are bankrupt Meanwhile governments have another option Print more fiat currency However there comes a time when the financial chickens come home to roost An economic house of cards can have severe consequences as deficits and debt growAt more than 336 trillion the US national debt is stratospheric The US government has spent more money than it took in each year since  The US has borrowed money to compensate for the difference lifting the national debt Meanwhile since the 2020 pandemic the debt has grown by nearly 90The reasons why the US national debt is on a oneway path higher areWhile the pandemic and increased military spending have caused the deficit and debt to rise few proposals exist to control expenditures and clean the USs economic house Political parties agree on virtually nothing making a rising deficit and debt a certaintyThe US dollar is the worlds leading reserve currency and US debt and equity markets have been the most liquid and stable over the past decades However a rising deficit and debt threaten the stock market Moreover other asset classes could become highly unstable in US dollar terms The dollar is the benchmark pricing mechanism for most commodity markets The dollar is a fiat currency deriving its value from the full faith and credit of the US government Uncontrollable debt erodes confidence and leaves the US open to further credit downgradesOver the past few years the US Central Bank has been an influential buyer of US government debt securities Quantitative tightening ended the buying China the worlds secondleading economy became a leading buyer of longterm US government bonds around two decades ago Chinese economic weakness and tensions between Beijing and Washington have caused China to sell government debt securities  has sold around 300 billion in US bonds since early 2021 Without the Fed and China bonds have been weak since the 2020 high Other governments like Japan have also had less appetite for US debt securitiesThe US 30year Treasury bond futures chart highlights the decline to 10704 on Oct 23 the lowest level since 2007 The trend in bonds is lower with interest rates climbing at a furious pace Individuals are suffering from the trajectory of rate increases A 30year conventional mortgage under 3 in late 2021 is now over 8 The monthly payment on a 400000 loan is now more than 1660 higher excluding many prospective home buyers from the market While higher rates often cause home prices to move commensurately lower existing home sales have ground to a halt as sellers with mortgages at far lower rates have no incentive to sell Therefore the stock of available homes has declined keeping prices high Consumer loan rates have increased making car and other large purchases more challenging Inflation at the highest level in decades has raised prices on all goods and services putting additional pressure on consumers pocketbooksWhile US Treasury Secretary Yellen lauds the US economys  inflation has stabilized and remains elevated The Fed has told markets to expect rates to stay  While the trajectory of Fed Fund Rate hikes will slow or even pause the bond market is doing the Feds job of crushing economic growth to quell inflationary pressures However the inflation caused by geopolitical events is above the central banks pay grade The hawkish Fed that may stand on the sidelines while the bond market falls to an over decade and a half low deficits and rising national debt are signs that the US economy could be heading for a very challenging period The lack of p,53,2023-10-23,3
125,Bond Valuations Are Cheap,Psychology in markets is always fascinating In February 2009 I wrote While in hindsight it is easy to see that was the right call overall psychology was highly negative at the time The arguments for lowerAnother example was in 2021 Following the crash in oil prices and the ESG movement we made the case for owning energy stocks as investors shunned energy companiesThey were the bestperforming asset class in 2023Again in November 2022 we wrote an article discussing the perceived  The reason was the extreme pessimism inUnsurprisingly 2023 has been the year of the  stocks driving the overall market returnsThroughout history whenever most investors believed the worst about a particular asset class such has often been the right time to start buying As we have often discussed psychological behaviors account for as much as 50 of the reasons investors consistently underperform the markets over the long termThis brings us to the currently most hated asset class We have written many articles about the underlying economic drivers of interest rates and why  To witOf course there are periods where interest rates can and do diverge from the underlying economic fundamentals We are experiencing one of those periods which brings up the issue of valuationsJust as stocks can detach from underlying fundamental realities and become over or undervaluated so can bonds As we noted last week the record short position in bonds and computerized algorithmic trading has pushed yields substantially higher than the economic data and ultimately bond valuations would suggest As noted recently by In other words expect bonds to outperform stocks in the futureFrom a contrarian investing view everyone is so bearish on bonds that it is a bullish signal The problem with contrarian investing is that it is hard to do and harder to go against seemingly common wisdom As Howard Marks once wroteHowever as Dalbar notes above the psychological failings of investors continually lead to longterm underperformanceThink about it this way If the goal of investing is to buy something when it is cheap those opportunities dont exist in bull markets Buying something of value but is truly undervalued can  occur when no one wants to own a particular asset There are a couple of caveats to that statement As an investor you must know the assets actual value and be willing to hold it long enough for the market to recognize itFor most investors investing and being willing to for an extended period is difficult Eventually psychological pressures outweigh investor convictions Whether its performance chasing herding or loss aversion eventually investors abandon their positions before the value is recognizedAs Howard Marks saidValuations are always the key to winning the longterm investing gameFor us bonds remain one of the best values around  The summary bullets for this article were chosen by Seeking Alpha editorsAfter having been in the investing world for more than 25 years from private banking and investment management to private and venture capital I have pretty much been there and done that at one point or another I am currently a partner at RIA Advisors in Houston Texas The majority of my time is spent analyzing researching and writing commentary about investing investor psychology and macroviews of the markets and the economy My thoughts are not generally mainstream and are often contrarian in nature but I try an use a common sense approach clear explanations and my real world experience in the process  I am a managing partner of RIA Pro a weekly subscriber basednewsletter that is distributed to individual and professional investors nationwide The newsletter covers economic political and market topics as they relate to your money and life  I also write a daily blog which is read by thousands nationwide from individuals to professionals at wwwrealinvestmentadvicecom ,31,2023-10-10,8
126,Will Lower Inflation Halt Rate Hikes?,The Federal Reserve raised its federal funds rate target range to 525 to 550 percent on Wednesday In June the median member of the ratesetting committee projected the federal funds rate would climb to 56 percentThe  PCEPI which is the Feds preferred measure of inflation grew at a continuously compounding annual rate of 29 percent from June 2022 to June 2023 It grew at an annualized rate of 25 percent over the last three months and just 19 percent over the last month In other words inflation is falling fastCore PCEPI which excludes volatile food and energy prices and is therefore thought to be a better predictor of future inflation is also falling Over the 12month period ending JuneWill lower inflation cause Fed officials to forego further rate hikes Maybe Disinflation passively increases the real ie inflationadjusted federal funds rate When inflation falls faster than Fed officials expect real interest rates rise faster than Fed officials intended when they set the nominal interest rate target If the real rates rise high enough Fed officials might be able to achieve their desired level of tightness without pushing its nominal rate target higherJudging by interest rates monetary policy looks sufficiently restrictive The  estimates the natural rate of interest at 058 to 114 percent Using the prior months core PCEPI inflation rate of 37 percent as an estimate of expected inflation implies the real federal funds rate target range is 155 to 180 percentwell above the natural rate If one were to use last months headline PCEPI inflation rate instead it would imply the real federal funds rate target range is even higher 335 to 360 percent No matter how you slice it real rates look sufficiently restrictive to bring down inflation Indeed they may be restrictive at this stage in the tightening cycle also suggests monetary policy is sufficiently restrictive In the 10year period prior to the pandemic nominal spending grew at a continuously compounding annual rate of 39 percent Nominal spending surged in 2021 growing 115 percent But it has fallen in the time since In 2022 it was 71 percent It grew at an annualized rate of 60 percent in Q12023 and just 46 percent in Q22023 Although it is not yet back to the prepandemic average growth rate it is on track to normalize by the end of the yearIf monetary policy is already sufficiently restrictive why is it not so clear that the Fed will forego further rate hikes In brief some Fed officials are not yet convinced theyve done enoughand dont want inflation to resurge on their watchGovernor Christopher Waller made the case for further rate hikes in  Waller argues that monetary policy lags are much shorter following large shocks like the 525basis point increase in the federal funds rate that has occurred since February 2022 Whereas people might be rationally inattentive to small shocks and as a consequence react slowly they cannot help but notice large shocks and hence respond more quickly Waller also argues that the start of the lag begins not when the Fed raises its federal funds rate target but rather when it announces it will raise its federal funds rate target in the futureat least so long as such announcements are deemed credibleIf monetary policy lags are shorter and start sooner than more conventional estimates suggest the bulk of the effects from last years tightening have passed through the economy already and we cant expect much more slowing of demand and inflation from that tightening To me Waller concludes this means that the policy tightening we have conducted this year has been appropriate and also that more policy tightening will be needed to bring inflation back to our 2 percent targetIf Wallers argument carries the day Fed officials will raise the federal funds rate target range another 25 basis points in September or November If disinflation continues over the next few month,2,2023-07-31,1
127,Realty Income: Ridiculously Low Valuation Paves Way For >20% Annual Returns,I wasnt planning on covering  this year After all its one of the most wellcovered stocks on Seeking Alpha  or anywhereAlso as much as I love the company and its smart management it wasHowever here we areI decided to cover Realty Income for two reasonsWhile I will stick to dividend stocks that emphasize growth over yield I am currently buying Oshares for some familyNow lets get to the detailsOn October 15 the Wall Street Journal wrote an  titled According to the article economists are becoming increasingly optimistic about the US economy They have reduced the probability of a recession in the coming year from 54 to 48 marking the first time its below 50 in over a yearOptimism is driven by several factors declining inflation the Federal Reserves decision to halt interest rate increases and strong labor market performance and economic growth exceeding expectationsEconomists predict a 22 increase in GDP for the fourth quarter of 2023 a significant upward revision from the previous 1 growth forecastWell someone please tell the market because this is not at all what the market expectsLets say the market expected inflation to normalize quickly and the Fed to turn dovish soon Realty Income would trade much higherWe arent just dealing with a random selloff but the worst stock price decline excluding dividends since the company went public Only the Great Financial Crisis and the brief pandemic selloff were worseDespite what one might be thinking the market is telling us that it expects increased chances of stagflation Thats worse than a recession as it means stagnation on top of elevated pricesEspecially for companies with limited pricing power thats an issueRealty Income is one of these companies The company which has a triplenet lease model where tenants pay for insurance taxes and maintenance could suffer from elevated inflation for two reasonsGoing back to market expectations were dealing with a bit of a run against the clockPrior to and during the pandemic a lot of companies were able to get great deals on new debt After all rates were close to zeroNow were slowly approaching a wall of debt maturities which means that companies need to refinance They usually take on new debt to pay the principal of the maturing debtUS retailers and supermarkets for example face a maturity wall starting next yearThe overview below shows what the maturities of the iShares iBoxx  High Yield Corporate Bond ETF  look likeStarting in about two years the economy will be faced with a wave of refinancing requirements in this case in the Junk categoryIn commercial real estate the situation isnt much different On September 24 Brad Thomas and I wrote an  highlighting some of these issuesTo make things worse the market isnt pricing in a very dovish Fed Nope Its pricing in elevated rates on a prolonged basisFor example the implied chances that the Federal Reserve funds rate is above 450 on November 7 2024 has risen to more than 80 In June that number was close to zeroAs one can imagine the renewed upswing in inflation has something to do with thatAlso Im well aware the inflation upswing doesnt look that wildHowever please know that the market expected inflation to come down in a straight line Now its seeing heavy resistance oil prices close to 90 and new disruptions that could keep inflation from hitting 20 anytime soonHence the race against the clock continuesWere getting closer to a situation where the Fed may have to choose between protecting economic stability or fighting inflationThis is what Deutsche Bank  CEO Christian Sewing  earlier this monthSo to go back to the start of this article while most market participants believe that a recession is unlikely we see that the market is preparing for a recessionIn other words when bearing in mind that real estate stocks have lost a third of their value  including dividends ,112,2023-10-23,3
128,Fidus Investment: A Fat Double-Digit Yield,Fidus is a Latin word that can be translated as loyal or trustworthy hence its clear why externally managed Fidus Investment  chose it as its name The business development company has become a juggernaut of income with the current optimalBDCs are registered as Regulated Investment Companies so they must distribute 90 of their income to their shareholders to be exempt from federal taxes This hasFidus had a blockbuster second quarter with total investment income coming in at up 443 over its yearago quarter and beating consensus estimates by 14 million The BDCs portfolio at fair value stood at  and was spread across 79 companies across a diversified mix of industries These came with a weighted average debt yield of 145 but with a 581 first lien weighting While Id have preferred a higher weighting toward first lien debt which provides a primary claim on the assets of the borrower this figure has progressively moved up with Fidus prioritizing investment at the top of the debt stack to derisk its debt portfolioFirst lien debt has moved up from just 6 of the debt portfolio in 2017 to 65 as of the end of the second quarter We could see this number come in at just under 70 as of the end of 2023 Fidus focuses on debt and equity financing solutions primarily to lower middle market US companies The BDC went public in 2011 and has managed to grow NAV on both a nominal and per share basis over this time Fidus has done this whilst keeping its debt to equity below the upper 15x threshold that infers more material gearing Indeed its debt to equity stood at 097x as of the end of the second quarter This ratio has been going up though ever since the Fed embarked on raising rates to their highest level in over two decadesNAV per share was 1913 at the end of the second quarter down around 26 cents sequentially from  in the first quarter NAV per share has actually dipped for six consecutive quarters from 1996 per share in the fourth quarter of fiscal 2021 Shareholders would likely want to see the upcoming thirdquarter earnings reverse this trend The BDC will definitely have to scrap the special dividend from next year as a baseline for reversing this Critically Fidus can be picked up for a 29 discount to NAV with the common shares currently trading for 1858 per shareTheres a slight edge to buy BDCs at a discount to their NAV so Im a fan of the current discount to NAV This comes with secondquarter adjusted net investment income of 156 million around 062 per share This nonGAAP figure beat consensus by 003 per share and is calculated by excluding capital gain incentive fees from net investment income Hence the BDC paid out around 116 of its adjusted NII as an aggregate dividend The base and supplemental dividends are 100 covered by adjusted NII Hence Fidus will likely maintain the supplemental close to its current level once the special is scrapped as it is currently overpaying on its RIC requirements Spillover income should be able to support more than a year of the current supplemental at the current levelBears would be right to flag that the current macroeconomic backdrop is tumultuous A recession would harm the ability of companies to service their loans and middle market companies would likely bear the brunt of any such recession Fidus had around 16 of its portfolio at fair value on nonaccrual status at the end of the second quarter a low base that would of course balloon if a resilient economy unpinned by a strong labor market and healthy consumer spending gets inverted to the downside Economic growth set within higher for longer but an end to further rate hikes forms a Goldilocks scenario for BDCs Fidus forms a buy here   Past performance is no guarantee of future results No recommendation or advice is being given as to whether any investment is suitable for a particular investor Any views or opinions expressed above may not reflect those of Seeking Alpha as,32,2023-10-18,3
